subject_id,lh_bankssts_area,lh_caudalanteriorcingulate_area,lh_caudalmiddlefrontal_area,lh_cuneus_area,lh_entorhinal_area,lh_fusiform_area,lh_inferiorparietal_area,lh_inferiortemporal_area,lh_isthmuscingulate_area,lh_lateraloccipital_area,lh_lateralorbitofrontal_area,lh_lingual_area,lh_medialorbitofrontal_area,lh_middletemporal_area,lh_parahippocampal_area,lh_paracentral_area,lh_parsopercularis_area,lh_parsorbitalis_area,lh_parstriangularis_area,lh_pericalcarine_area,lh_postcentral_area,lh_posteriorcingulate_area,lh_precentral_area,lh_precuneus_area,lh_rostralanteriorcingulate_area,lh_rostralmiddlefrontal_area,lh_superiorfrontal_area,lh_superiorparietal_area,lh_superiortemporal_area,lh_supramarginal_area,lh_frontalpole_area,lh_temporalpole_area,lh_transversetemporal_area,lh_insula_area,lh_WhiteSurfArea_area,rh_bankssts_area,rh_caudalanteriorcingulate_area,rh_caudalmiddlefrontal_area,rh_cuneus_area,rh_entorhinal_area,rh_fusiform_area,rh_inferiorparietal_area,rh_inferiortemporal_area,rh_isthmuscingulate_area,rh_lateraloccipital_area,rh_lateralorbitofrontal_area,rh_lingual_area,rh_medialorbitofrontal_area,rh_middletemporal_area,rh_parahippocampal_area,rh_paracentral_area,rh_parsopercularis_area,rh_parsorbitalis_area,rh_parstriangularis_area,rh_pericalcarine_area,rh_postcentral_area,rh_posteriorcingulate_area,rh_precentral_area,rh_precuneus_area,rh_rostralanteriorcingulate_area,rh_rostralmiddlefrontal_area,rh_superiorfrontal_area,rh_superiorparietal_area,rh_superiortemporal_area,rh_supramarginal_area,rh_frontalpole_area,rh_temporalpole_area,rh_transversetemporal_area,rh_insula_area,rh_WhiteSurfArea_area,lh_bankssts_thickness,lh_caudalanteriorcingulate_thickness,lh_caudalmiddlefrontal_thickness,lh_cuneus_thickness,lh_entorhinal_thickness,lh_fusiform_thickness,lh_inferiorparietal_thickness,lh_inferiortemporal_thickness,lh_isthmuscingulate_thickness,lh_lateraloccipital_thickness,lh_lateralorbitofrontal_thickness,lh_lingual_thickness,lh_medialorbitofrontal_thickness,lh_middletemporal_thickness,lh_parahippocampal_thickness,lh_paracentral_thickness,lh_parsopercularis_thickness,lh_parsorbitalis_thickness,lh_parstriangularis_thickness,lh_pericalcarine_thickness,lh_postcentral_thickness,lh_posteriorcingulate_thickness,lh_precentral_thickness,lh_precuneus_thickness,lh_rostralanteriorcingulate_thickness,lh_rostralmiddlefrontal_thickness,lh_superiorfrontal_thickness,lh_superiorparietal_thickness,lh_superiortemporal_thickness,lh_supramarginal_thickness,lh_frontalpole_thickness,lh_temporalpole_thickness,lh_transversetemporal_thickness,lh_insula_thickness,lh_MeanThickness_thickness,rh_bankssts_thickness,rh_caudalanteriorcingulate_thickness,rh_caudalmiddlefrontal_thickness,rh_cuneus_thickness,rh_entorhinal_thickness,rh_fusiform_thickness,rh_inferiorparietal_thickness,rh_inferiortemporal_thickness,rh_isthmuscingulate_thickness,rh_lateraloccipital_thickness,rh_lateralorbitofrontal_thickness,rh_lingual_thickness,rh_medialorbitofrontal_thickness,rh_middletemporal_thickness,rh_parahippocampal_thickness,rh_paracentral_thickness,rh_parsopercularis_thickness,rh_parsorbitalis_thickness,rh_parstriangularis_thickness,rh_pericalcarine_thickness,rh_postcentral_thickness,rh_posteriorcingulate_thickness,rh_precentral_thickness,rh_precuneus_thickness,rh_rostralanteriorcingulate_thickness,rh_rostralmiddlefrontal_thickness,rh_superiorfrontal_thickness,rh_superiorparietal_thickness,rh_superiortemporal_thickness,rh_supramarginal_thickness,rh_frontalpole_thickness,rh_temporalpole_thickness,rh_transversetemporal_thickness,rh_insula_thickness,rh_MeanThickness_thickness,Left.Lateral.Ventricle,Left.Inf.Lat.Vent,Left.Cerebellum.White.Matter,Left.Cerebellum.Cortex,Left.Thalamus.Proper,Left.Caudate,Left.Putamen,Left.Pallidum,X3rd.Ventricle,X4th.Ventricle,Brain.Stem,Left.Hippocampus,Left.Amygdala,CSF,Left.Accumbens.area,Left.VentralDC,Left.vessel,Left.choroid.plexus,Right.Lateral.Ventricle,Right.Inf.Lat.Vent,Right.Cerebellum.White.Matter,Right.Cerebellum.Cortex,Right.Thalamus.Proper,Right.Caudate,Right.Putamen,Right.Pallidum,Right.Hippocampus,Right.Amygdala,Right.Accumbens.area,Right.VentralDC,Right.vessel,Right.choroid.plexus,X5th.Ventricle,WM.hypointensities,Left.WM.hypointensities,Right.WM.hypointensities,non.WM.hypointensities,Left.non.WM.hypointensities,Right.non.WM.hypointensities,Optic.Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,BrainSegVolNotVentSurf,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,SupraTentorialVolNotVentVox,MaskVol,BrainSegVol.to.eTIV,MaskVol.to.eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,eTIV
adhd447253,983,584,1874,955,285,2353,4201,2582,924,3684,2389,2065,1523,2942,509,1263,1184,591,1144,845,4007,1025,4294,3696,705,5541,6572,4488,3961,3996,280,440,403,2215,74487.7,781,542,1979,1257,239,2859,5764,2754,824,4220,2078,2447,1692,3161,558,1364,1199,692,1425,993,3617,1034,4275,3741,479,5521,6312,4722,3318,3461,309,413,383,2140,76548.8,2.561,2.552,2.881,1.97,3.528,2.59,2.435,2.556,2.326,2.141,2.819,2.365,2.802,2.964,2.667,2.59,2.966,3.076,2.817,1.978,2.224,2.6,2.69,2.501,2.99,2.785,3.075,2.186,2.956,2.509,2.939,3.572,2.321,2.989,2.63421,2.629,2.52,2.854,2.115,3.448,2.598,2.423,2.546,2.045,2.264,2.815,2.463,2.608,2.984,2.587,2.656,2.713,3.208,2.612,1.918,2.097,2.602,2.653,2.553,2.55,2.689,3.112,2.194,3.13,2.464,2.649,3.823,2.145,2.923,2.60659,3742.7,338.5,7852.6,33770.1,6146.9,3605.9,4491.5,1670.2,757,1209.5,13813,3427.4,1320.4,651.6,600.7,3667.8,21.8,441.9,2766.5,215,6810.9,32759.2,6126.9,3406.1,4588.7,1510.8,3473.8,1490.8,667.8,3158.3,0,426.6,0,926.4,0,0,0,0,0,61.8,659.9,449.1,345.9,405.8,576.3,941621,931805,931873.187007,232081.479955,234767.334926,466848.814881,164828.883042,167618.489084,332447.372126,51010,585222.814881,859568.187007,852201.187007,850182,1338119,0.8145,1.15747,76,59,135,1156072.01425,1156072.01425
adhd284124,880,645,2155,1184,427,2429,3789,2528,1140,3895,1990,2073,1475,2702,704,1548,1249,544,1190,880,4961,1356,5436,3302,654,4507,7146,4907,3767,3781,276,381,485,2296,76673.3,910,771,2053,1322,256,2538,5085,2159,963,4277,2011,2711,1627,2969,587,1834,1460,629,1414,904,4309,1311,5413,3646,550,4333,6900,5272,3371,3500,337,392,326,2051,78183.1,2.506,2.628,2.441,2.265,2.216,2.413,2.481,2.444,2.361,2.168,2.669,2.384,2.304,2.808,2.321,2.261,2.631,3.107,2.72,1.994,2.302,2.414,2.485,2.295,2.908,2.723,2.847,2.265,2.605,2.643,3.241,3.009,2.274,2.78,2.51002,2.33,2.729,2.629,2.29,2.559,2.514,2.308,2.332,2.095,2.375,2.409,2.413,2.511,2.677,2.283,2.669,2.532,3.13,2.721,2.085,2.084,2.332,2.522,2.247,2.898,2.634,2.793,2.073,2.608,2.476,2.77,2.375,2.475,2.806,2.46192,3293.4,213.4,10693.6,44415.2,7716.6,4238.3,5507,2164.7,888.5,2374.2,16852.4,4040.6,1505.8,1064.4,618.9,4461.8,0,438,3359.4,339.9,9694.1,43366.5,7773.6,4543.1,5908.8,2004.7,4189.2,1697.9,677.2,3945.5,43,487.8,0,2199.9,0,0,0,0,0,115,650.3,320.2,646.9,683,862.8,1039610,1027956,1027964.30358,239547.039308,238540.655664,478087.694972,188660.321497,189964.287114,378624.608611,63213,629393.694972,928949.303584,921469.303584,919835,1600457,0.707914,1.089817,227,254,481,1468555.09937,1468555.09937
adhd424788,1501,543,3024,1796,406,3686,6742,4770,1170,5766,3396,3375,2546,4238,826,1640,2082,975,1905,1328,5301,1397,5864,4753,1010,7787,10135,6146,5061,5860,312,524,658,2854,109371,1163,952,3736,1750,435,3471,7694,3641,1386,6184,3306,3401,2229,4929,731,1727,1783,1091,1820,1503,5222,1852,6488,5092,757,7047,8912,6647,4863,4882,335,458,491,2780,108759,2.6,2.452,2.899,1.913,3.792,2.906,2.531,2.751,2.612,2.081,2.904,2.327,2.465,2.964,2.635,2.811,2.919,3.232,2.887,1.91,2.298,2.719,2.771,2.717,2.531,2.709,3.123,2.362,3.074,2.859,3.212,3.472,2.68,2.92,2.70054,2.738,2.534,2.948,1.872,3.196,2.859,2.68,2.835,2.383,2.345,2.88,2.336,2.703,3.056,2.543,2.704,3.067,2.904,2.888,1.711,2.331,2.554,2.769,2.606,2.601,2.74,3.192,2.409,3.126,2.916,2.962,3.82,2.564,3.111,2.73296,16566.9,867.6,14971.2,60732.8,8317,4459.7,6273.1,2173.4,1120.1,1630.8,21342.5,3812.9,1614.6,1154.9,673.4,5101,9.6,365.2,11601.2,415.7,15249.1,62181.4,7846.4,4434.3,6285.9,1999.3,4456.4,1979.4,607,4859,22.6,687,0,1455.8,0,0,6.3,0,0,240.5,1221.8,673.4,657.9,659.9,1435.9,1491023,1457279,1457448.70351,334042.668959,336735.587394,670778.256353,284137.169021,282566.278137,566703.447159,66699,861728.256353,1337434.70351,1307433.70351,1303773,1913485,0.811285,1.041153,53,55,108,1837852.48329,1837852.48329
adhd195728,660,619,1622,1142,264,2148,3060,2244,798,3801,1965,2487,1591,2378,522,1281,1363,673,1084,830,4267,1180,4736,2968,585,4443,7441,4904,3660,4084,238,342,424,2328,72130.9,675,407,1990,1194,206,2138,4462,2325,838,4041,2127,2294,1657,2693,645,1439,1224,698,1308,834,3939,976,4650,2799,274,4419,6804,4561,3628,3242,284,376,345,2410,71902.3,2.935,2.407,2.71,2.278,2.744,2.639,2.575,2.775,2.658,2.381,2.914,2.538,2.539,2.916,2.247,2.77,2.503,2.913,2.583,1.845,2.271,2.405,2.625,2.737,2.463,2.713,2.824,2.316,2.596,2.738,2.918,2.876,2.213,2.672,2.60401,2.78,2.499,2.706,2.333,3.336,2.804,2.601,2.997,2.751,2.509,2.749,2.67,2.561,2.863,2.411,2.818,2.817,2.934,2.554,2.177,2.157,2.397,2.492,2.742,2.942,2.74,2.816,2.435,2.812,2.657,3.868,2.205,2.402,2.548,2.63927,5915.6,116.2,11375,56450.1,7033.1,3337.8,4901,1652.3,746.8,1686.7,17642,2774.1,778.8,1029.5,646.6,3255,10.7,365.3,5146.1,182.5,11062.4,57590.6,6913.3,3384.1,4924.3,1605.4,3074,1090.2,477.1,3335.7,0,407.9,0,1247,0,0,0,0,0,93.2,838.7,561.6,620.8,570.1,965.7,967875,952746,952756.550893,224705.185066,224236.508134,448941.6932,158533.782215,158304.075477,316837.857692,51128,614352.6932,830697.550893,818841.550893,816800,1361911,0.739029,1.039898,143,156,299,1309657.85166,1309657.85166
adhd033313,941,1107,2402,1959,570,3238,4753,3761,1165,5414,2973,2875,2070,3182,681,1487,2485,691,1744,1637,4444,1659,5585,3682,1063,6094,8658,5604,4533,3738,290,667,490,2652,94270.4,925,793,2439,1993,390,3409,6083,3582,965,4705,2944,3335,2288,3405,569,1738,1846,772,1740,1792,4304,1519,5689,4005,641,6691,9220,5905,4154,3580,348,526,400,2439,95122.7,2.659,2.586,2.817,1.964,3.437,2.716,2.684,2.973,2.313,2.204,2.984,2.134,2.458,2.908,2.739,2.58,3.014,3.223,2.787,1.635,2.173,2.579,2.702,2.637,2.693,2.703,3.076,2.443,2.874,2.798,3.258,4.479,2.571,2.821,2.66893,2.47,2.235,2.936,2.083,3.242,2.81,2.677,2.863,2.191,2.18,2.897,2.204,2.492,3.091,2.943,2.61,2.876,3.393,2.906,1.708,2.031,2.533,2.628,2.689,2.552,2.674,3.01,2.439,2.933,2.761,2.73,3.551,2.552,2.939,2.64981,4955.4,458.4,13999,60471.6,8559,3971.7,6233.1,2035.7,965.1,2219.1,22049.1,4135.8,1491.7,1675,683.8,4417.1,15.8,602.3,4449.6,388.8,14748.9,59761.4,7979.3,4030.3,6341,1975.7,4483.4,1805.4,549.1,4226.4,10.6,674.2,0,896.7,0,0,0,0,0,130.5,796.9,323.7,496.2,517.6,1013.3,1252063,1236321,1236216.70375,282124.989055,282668.132145,564793.1212,227918.329468,229921.253083,457839.582551,64788,750642.1212,1100978.70375,1089977.70375,1087427,1601240,0.825809,1.056112,71,81,152,1516164.53582,1516164.53582
adhd713238,1316,759,2736,1733,575,3609,5861,3935,1228,4570,3181,3505,2729,3852,818,2046,1972,772,1742,1767,4794,1660,5390,4694,943,7824,9525,6602,4488,5270,333,494,515,2865,104006,848,803,2619,1783,432,3533,5458,3891,1216,5297,2746,3846,2738,4092,816,1912,1618,999,1680,1910,4960,1448,5680,4882,737,7789,9694,6544,4379,4999,326,571,391,2700,103328,2.79,2.443,2.76,2.012,3.337,2.775,2.854,3.107,2.503,2.242,3.052,2.217,2.55,3.125,2.902,2.741,2.81,3.023,2.744,1.738,2.226,2.308,2.646,2.738,2.309,2.81,3.028,2.515,2.835,2.716,3.112,3.396,2.562,2.971,2.70455,2.72,2.359,2.852,2.204,3.377,2.895,2.63,3.022,2.557,2.39,2.886,2.286,2.597,3.191,2.738,2.795,2.868,3.344,2.874,1.758,2.191,2.342,2.583,2.78,2.284,2.716,2.965,2.504,3.032,2.811,3.195,3.374,2.665,2.795,2.70017,8032.1,465.7,13251.8,65965.8,7938,4700.9,7121.6,2428.2,1418.5,2476,19817.9,4364.8,1833.3,1035.7,991.4,4678.8,11.4,419.4,6288.4,315.3,12527.3,65312,8106.3,4824.2,7206.8,1941.4,4425.1,1861.2,951.9,4656.1,2.4,539.9,0,1000,0,0,0,0,0,206.4,972.3,624.5,622.8,637.8,1138.8,1377999,1357854,1357695.21433,316360.153681,314365.870718,630726.0244,251636.613797,249260.576137,500897.189934,69670,831993.0244,1219614.21433,1204163.21433,1201256,1788045,0.840499,1.090603,101,82,183,1639501.41433,1639501.41433
adhd198546,1116,724,2780,1390,512,3209,5355,3697,1159,4807,3284,2831,2163,3429,623,1450,1979,834,1612,1147,4546,1285,4958,3924,951,6974,7498,5951,4205,4794,275,557,519,2686,93219.3,995,762,2560,1706,416,3205,6534,3748,1062,5094,2797,2886,1852,3740,505,1898,1654,809,1881,1282,4353,1262,5123,3564,513,7021,8068,6251,3956,4393,283,484,395,2422,93341,3.107,2.54,2.964,2.203,3.299,2.789,2.932,2.952,2.19,2.515,2.919,2.522,2.78,3.027,2.711,2.861,2.866,3.451,2.912,2.073,2.147,2.491,2.753,2.784,2.416,2.852,3.184,2.583,2.843,2.905,3.208,3.94,2.297,2.983,2.78805,2.926,2.338,2.947,2.329,3.254,2.98,2.797,3.261,2.277,2.569,2.904,2.465,2.631,3.253,2.755,2.753,2.951,3.601,2.783,2.027,2.255,2.548,2.791,2.746,2.836,2.823,3.174,2.628,2.953,2.831,3.333,3.785,2.699,3.181,2.82058,4626.2,485.5,12767.2,53042.6,7892.3,4086.3,6199.3,2046,1096.8,2340,18216.9,3542.5,1489.2,1144.6,698.3,4079.8,0,435.4,5262.9,311.1,12413,58248.1,7890.1,4480.7,6336.8,1882.8,3848.8,1804.9,740.9,3958,12.3,589.3,0,960.2,0,0,0,0,0,181,846.8,451.3,611.8,622.9,1112.3,1235231,1219698,1219516.44606,298163.2218,304205.384844,602368.606644,209865.470413,207693.369003,417558.839416,63072,777531.606644,1096876.44606,1085712.44606,1083023,1652939,0.805868,1.078382,73,63,136,1532795.058,1532795.058
adhd197602,1057,713,2766,1894,400,3464,4823,3545,1043,6355,3116,3317,2195,3270,798,1782,1722,858,1549,1998,4708,1282,5331,4338,1268,6758,8114,5571,4184,4570,265,494,425,2354,96320.2,959,1293,2571,1868,390,3293,5291,3438,947,6130,2798,3568,2093,3794,600,1763,1480,896,1639,2034,4326,1860,5271,4106,919,7953,7550,5830,4301,4177,352,459,392,2167,96506.9,2.68,2.588,2.799,1.983,3.269,2.613,2.664,2.647,2.707,2.264,2.764,2.365,2.764,3.17,2.403,2.667,2.979,2.949,2.625,2.044,2.174,2.478,2.725,2.561,2.573,2.729,3.082,2.414,2.942,2.78,3.167,3.223,2.662,2.904,2.65585,2.773,2.516,2.803,2.141,3.215,2.911,2.755,2.718,2.704,2.233,2.971,2.314,2.549,3.094,2.532,2.453,2.925,3.395,2.919,2.072,2.206,2.352,2.615,2.63,2.797,2.613,2.91,2.244,3.082,2.842,3.077,3.775,2.926,3.281,2.66363,8407.9,317.4,17637.2,63837.4,8576.5,4211.2,6334.8,2130.4,826.7,1371,20073.9,3884.9,1604.2,1041.6,748.1,4833.8,15.4,755.7,7176.4,347.4,17764.3,64336.1,8722.5,4391,6162.7,1988.2,4304.9,1861.2,634.4,4781.5,1.8,645.8,0,1094.3,0,0,0,0,0,193.2,947.6,629.9,636.4,596.4,1064.2,1318762,1298660,1298760.64537,293869.841298,295227.241907,589097.083205,238902.472184,239556.089982,478458.562166,67184,785773.083205,1155495.64537,1138318.64537,1134469,1756703,0.799632,1.065178,121,68,189,1649211.26864,1649211.26864
adhd121847,1011,496,1976,1421,399,3074,3869,3510,1164,5230,2814,2791,1705,3020,640,1514,1814,721,1510,1116,4136,1293,4974,4152,520,6782,6819,5050,3898,4645,271,505,490,2473,85777.8,940,666,1945,1733,249,2967,4854,3060,964,4788,2543,2979,1836,3374,606,1646,1294,841,1552,1244,4219,1309,4761,3759,499,6809,7087,4836,3736,3791,322,456,397,2152,84210,2.898,2.467,2.762,2.323,3.558,2.927,2.704,3.044,2.176,2.272,3.09,2.349,2.868,3.1,2.877,2.757,2.821,3.331,3.008,1.906,2.343,2.779,2.895,2.814,2.806,2.725,3.156,2.623,3.1,2.811,3.425,3.622,2.718,2.959,2.788,2.966,2.302,2.85,2.117,4.191,2.902,2.696,2.953,2.532,2.305,3.049,2.483,2.992,3.103,2.811,2.91,2.991,3.21,3.063,1.891,2.429,2.654,2.851,2.82,2.509,2.726,3.041,2.478,3.179,2.851,3.261,3.742,2.896,3.13,2.78462,8582.2,465.7,12091.2,56102.8,6950.5,4335.5,5932.2,2216.7,1308.7,2760,19434.9,3998.6,1678.2,1033.3,599.9,4198.8,5.9,495.9,6130.6,237,11885.6,54298.4,7148.9,4387.3,5867.5,1959.7,4020.4,1672.3,713.2,4196.4,11.6,771.7,0,748.3,0,0,0,0,0,139.8,909.5,514.9,425.1,560.7,748.2,1178600,1157489,1157416.60714,274737.864123,270259.886188,544997.750312,210165.35515,206333.501678,416498.856828,62050,717943.750312,1042129.60714,1025925.60714,1023512,1521289,0.797759,1.029715,58,43,101,1477388.86349,1477388.86349
adhd202494,1528,849,2261,1643,478,3422,5366,3727,1139,6439,2793,3225,1970,4057,665,1604,1923,840,1653,1753,5058,1167,5611,3942,956,6840,7806,6229,4519,4521,289,485,452,2604,97807.9,1333,1007,2535,1732,521,3313,6388,4282,1074,6013,2988,3773,2184,4457,788,1670,1440,1001,1788,1898,4456,1381,5668,3697,707,6682,7385,6287,4122,4299,383,582,343,2530,98204.1,2.678,2.669,2.803,2.162,3.597,2.795,2.677,2.941,2.486,2.162,3.186,2.488,3.001,3.024,2.771,2.833,2.982,3.208,2.811,1.976,2.148,2.656,2.656,2.634,2.478,2.666,3.166,2.244,3.127,2.761,3.224,3.468,2.778,3.039,2.70261,2.84,2.438,2.781,2.086,3.254,3.017,2.71,3.069,2.552,2.285,2.917,2.499,2.872,3.119,2.956,2.918,2.986,3.124,2.964,1.991,2.159,2.642,2.792,2.777,2.327,2.9,3.255,2.392,3.229,2.828,3.448,3.661,2.81,2.984,2.78147,5780.5,455.2,14995.7,70327.9,8313.7,3852.5,6893,1980.1,1721.3,2274.7,20452.7,4373.5,1578.6,1122.2,834.9,4167.9,26,473.1,4468.5,651.2,14560.6,69619.8,8618.3,4052.8,6818.9,2012.6,4682.5,1906.3,650.8,4267.2,28.6,721.1,0,1317.6,0,0,1.7,0,0,163.1,896.3,537.7,733,605.1,785.5,1354811,1337680,1337798.59614,306789.294475,314866.571269,621655.865744,239916.550962,239403.179433,479319.730395,67223,829942.865744,1183395.59614,1171224.59614,1167929,1817448,0.835167,1.120358,80,78,158,1622203.61954,1622203.61954
adhd699065,1215,563,1991,1510,313,2832,3921,2988,877,4557,2500,3084,1847,3335,566,1354,1260,603,1205,1382,3857,1117,4189,3441,691,5125,6382,4567,3965,4365,227,432,452,2100,78689.8,906,610,1781,1544,302,2806,4964,2859,865,4893,2380,2954,1948,3541,538,1539,974,702,1107,1760,3638,1149,4466,3630,562,5545,6150,4833,3312,3570,294,533,302,1938,78891.2,2.86,2.555,2.977,1.965,3.721,2.745,2.708,2.91,2.699,2.298,2.922,2.244,2.64,3.144,2.911,3.126,3.152,3.189,2.848,1.777,2.165,2.661,2.892,2.782,2.966,2.888,3.29,2.466,3.012,2.741,2.935,3.345,2.757,2.972,2.76028,2.953,2.512,3.017,1.94,3.912,2.958,2.736,2.828,2.271,2.319,3.128,2.347,2.773,3.048,2.882,2.932,3.277,3.344,2.907,1.65,2.266,2.664,2.836,2.698,3.051,2.84,3.205,2.375,3.023,2.869,3.682,4.22,2.762,3.104,2.76146,5411.8,373,11242.8,52106.4,6397.8,3330,5467.2,1541.7,804.9,1466.7,15541.5,3752.6,1407.2,915.4,791.7,3576.3,34.7,376.3,5954.6,324.7,10571.8,52011.1,6453.4,3426.7,5597.8,1503.9,3903.8,1685.3,737.9,3367.2,31.5,482.2,0,577.2,0,0,0,0,0,130,879.7,505.8,484.9,443.6,914.9,1051501,1036031,1036108.15211,253241.856466,254519.636934,507761.4934,174319.263265,173038.39545,347357.658715,54818,667605.4934,925175.152115,912692.152115,909804,1372752,0.794701,1.037496,50,32,82,1323139.8281,1323139.8281
adhd725939,1375,628,2249,1198,368,3151,5046,3299,1241,5445,2642,3084,1791,3639,672,1461,1622,597,1311,1265,4506,1251,5169,4467,855,5957,7683,5109,3623,4936,238,410,451,2546,89284.4,936,612,2203,1703,309,3154,6478,3234,1036,5162,2468,2718,1717,3958,689,1475,1364,757,1407,1143,4248,1214,4817,4276,497,6359,7831,5627,3889,4004,323,387,372,2178,88545,2.575,2.646,3.028,2.338,3.288,2.778,2.773,2.971,2.367,2.341,2.938,2.284,2.396,2.988,2.715,2.793,2.878,3.32,2.971,1.917,2.477,2.633,2.8,2.703,3.103,2.871,3.146,2.512,2.887,2.923,3.224,3.77,2.794,3.082,2.76804,2.625,2.67,3.018,2.332,3.642,2.888,2.697,3.031,2.367,2.388,3.022,2.345,2.681,3.116,2.725,3.098,2.842,3.183,3.258,1.726,2.193,2.503,2.713,2.825,2.736,2.722,3.087,2.539,3.098,2.857,3.017,3.054,2.629,3.081,2.76821,3065.3,140.5,12801.2,58783,7441.7,3763.9,5319.5,1793.8,859.9,1682.9,19341.3,3574.4,1448.9,848.1,763.4,4090.5,4.8,484.3,3518.5,206.4,12981,60036.7,7188.6,4123.3,5501.2,1735.8,3709.8,1730.4,771.9,3807.8,0,474.4,0,1129.9,0,0,2.9,0,0,110.7,955.3,515.7,612.6,580.3,797.9,1191497,1181032,1180711.50592,284756.400256,279380.16233,564136.562587,207017.040989,206071.90234,413088.94333,58699,742582.562587,1046679.50592,1039360.50592,1036121,1595008,0.822153,1.100583,62,55,117,1449239.67441,1449239.67441
adhd539127,1089,666,2959,1588,332,3377,5049,2588,1027,5266,2881,3273,1764,2879,583,1409,1701,766,1656,1487,4242,1216,5293,3469,939,6995,8791,5368,4039,3767,286,438,421,2378,89981.3,873,893,2647,1663,324,2832,5432,2538,926,4518,2845,3281,2234,3122,602,1644,1386,1162,1801,1642,4232,1192,5504,3989,652,7211,8581,5505,4076,3471,349,402,395,2269,90190.5,3.013,2.641,3.168,2.338,3.198,2.861,2.848,2.921,2.423,2.417,3.378,2.347,2.815,3.316,2.586,3.173,2.955,3.39,3.025,2.032,2.406,2.481,2.858,2.808,2.918,2.808,3.238,2.599,3.221,2.963,3.226,2.806,2.797,3.219,2.85984,3.012,2.632,3.18,2.333,3.376,2.853,2.915,3.128,2.617,2.467,3.145,2.397,2.693,3.115,2.718,2.927,3.142,3.436,2.982,1.882,2.38,2.355,2.903,2.834,2.633,2.869,3.145,2.556,3.196,2.946,3.249,3.455,2.887,3.302,2.85481,7100.4,310.6,16929.6,69347.8,9118.6,4952.1,5702.5,2178.8,1129.6,2222.8,21649.8,3944.7,1308,1208.8,809.1,4397.5,53.4,429.9,5557.2,309.9,14813.4,64919.1,8090.2,5011,5705.1,2022.1,3716.8,1570.5,750.6,4564.6,23.3,661.4,0,1032.4,0,0,0,0,0,191.1,941.8,619.6,595.2,538.8,1175,1294166,1275957,1275755.32531,299294.37329,297933.277927,597227.651216,222291.069718,225522.604376,447813.674094,65607,796980.651216,1127356.32531,1113505.32531,1110728,1726934,0.819266,1.093227,64,56,120,1579666.00579,1579666.00579
adhd301211,1092,906,3987,1424,467,3040,4705,3719,1055,5089,3172,2452,1899,3180,545,1569,1700,703,1617,1056,5916,1393,5936,3948,1090,6569,8847,5781,3963,4982,263,501,386,2440,95379.3,890,954,2766,2083,310,3132,3844,3091,1034,6312,2947,3165,2171,3098,542,1876,1499,936,1765,1585,4733,1559,6532,5294,483,6615,8851,5623,4315,3971,340,493,397,2895,96093,3.102,2.493,2.787,2.26,3.105,2.983,2.872,2.958,2.542,2.444,2.994,2.474,2.636,3.208,3.008,2.775,2.984,3.137,2.91,2.16,2.501,2.499,2.779,2.843,2.418,2.708,3.053,2.547,2.88,2.917,2.991,3.045,2.81,3.19,2.79084,3.057,2.655,2.785,2.408,3.223,2.992,2.799,2.855,2.371,2.67,2.994,2.683,2.827,3.034,2.732,2.768,2.843,3.302,2.984,2.148,2.387,2.774,2.821,2.818,2.993,2.775,3.143,2.609,3.164,2.946,3.01,3.774,2.989,2.998,2.83152,3506.5,514.6,12245.4,62654.6,7199.7,4075.8,5064.5,1866.1,625,1842.8,18231.7,3474.7,1372.5,610.9,799.4,3882.3,11.8,434.6,2938.5,410.9,11885.8,64975.5,7044.6,4172.9,5070.8,1702.8,3920.3,1690.5,737.2,3965.3,9.2,488.4,0,967.6,0,0,0,0,0,170.8,737.7,509,497.6,616.6,745.7,1239961,1229475,1229822.96515,308221.125692,313321.216354,621542.342046,199127.004461,199261.61864,398388.623101,58309,808100.342046,1088420.96515,1080742.96515,1077727,1604868,0.826069,1.069172,100,99,199,1501037.93598,1501037.93598
